Mkoa,District,Kata,Kijiji,Namba ya barabara,Urefu wa barabara,Group name,Number of group members,F,M,Discount,Dis,Reg type1,Reg type2,Reg type3,Latitude,Longitude
Morogoro,Mvomero,Hembeti,Dihombo,,,Jitegemee,5,5,0,,0,CBO,,,-6.2683819,37.5337197
Morogoro,Mvomero,Hembeti,Dihombo,,,Juhudi,9,9,0,,0,CBO,,,-6.2686263,37.5337854
Morogoro,Mvomero,Hembeti,Dihombo,,,Songa Mbele,7,7,0,,0,CBO,,,-6.2686582,37.5339507
Morogoro,Mvomero,Mkindo,Mndela,,,Boresha Maisha,7,0,7,,0,CMG,CBO,,-6.241725,37.5535062
Morogoro,Mvomero,Mkindo,Mndela,,,Upendo,8,8,0,,0,CMG,,,-6.2417094,37.5534737
Morogoro,Mvomero,Mkindo,Mndela,,,Upendo,10,10,0,,0,CMG,,,-6.2417164,37.5534692
Morogoro,Mvomero,Bunduki,Vinile,,,Mnyonge _ Lusungi,23,14,9,,0,CMG,CBRM,,-7.0424446,37.5725572
Morogoro,Mvomero,Bunduki,Vinile,,,Twilose,12,12,0,,0,CMG,,,-7.0424224,37.5726052
Morogoro,Mvomero,Bunduki,Vinile,,,Twikinde,30,18,12,,0,CMG,,,-7.0425212,37.5725922
Morogoro,Mvomero,Bunduki,Vinile,,,Twombolimwe,25,19,6,,0,CMG,,,-7.0425031,37.5725639
Morogoro,Mvomero,Bunduki,Vinile,,,Tuamke group,22,5,17,,0,CBRM,,,-7.0424766,37.5725963
Morogoro,Mvomero,Bunduki,Vinile,,,Wanawake Tukomboane,23,23,0,,0,CMG,,,-7.042442,37.5726489
Morogoro,Mvomero,Bunduki,Vinile,,,Jumuiya Chapakazi Mugeta,9,9,0,,0,CMG,,,-7.0425629,37.5725087
Morogoro,Mvomero,Bunduki,Bunduki,,,TUGEZE,27,27,0,,0,CMG,,,-7.0317609,37.6143498
Morogoro,Mvomero,Bunduki,Bunduki,,,Tujiongeze _ TASAF,15,15,0,,0,CBRM,CMG,,-7.0317831,37.6143517
Morogoro,Mvomero,Bunduki,Bunduki,,,Tusogere,14,14,0,,0,CMG,CBRM,,-7.0317415,37.6143571
Morogoro,Mvomero,Bunduki,Bunduki,,,Upendo _ Kijana Nahodha,16,10,6,,0,CMG,,,-7.0317851,37.6143654
Morogoro,Mvomero,Bunduki,Bunduki,,,Twima,20,20,0,,0,CMG,CBRM,,-7.0317314,37.6143119
Morogoro,Mvomero,Bunduki,Bunduki,,,Tulawe TASAF,15,14,1,,0,CBRM,CMG,,-7.0317626,37.6142807
Morogoro,Mvomero,Bunduki,Bunduki,,,Twifunze,30,30,0,,0,CBRM,CMG,,-7.0317675,37.6143518
Morogoro,Mvomero,Bunduki,Bunduki,,,Tuzenge TASAF,9,2,7,,0,CMG,,,-7.0317251,37.6143404
Morogoro,Mvomero,Bunduki,Bunduki,,,Twikinde,11,9,2,,0,CBRM,,,-7.0317713,37.6143524
Morogoro,Mvomero,Bunduki,Bunduki,,,Tumaini _ TASAF,16,14,2,,0,CBRM,,,-7.0317643,37.6143471
Morogoro,Mvomero,Bunduki,Bunduki,,,Tujaribu Tuleli,12,1,11,,0,CBRM,,,-7.0317549,37.6143386
Morogoro,Mvomero,Bunduki,Bunduki,,,Tugeze,12,5,7,,0,CMG,,,-7.0317539,37.6143487
Morogoro,Mvomero,Bunduki,Bunduki,,,Tugeze TASAF Bunduki,14,13,1,,0,CBRM,CMG,,-7.0317881,37.614364
Morogoro,Mvomero,Bunduki,Bunduki,,,Tuwalole _ Bunduki TASAF,10,10,0,,0,CBRM,CMG,,-7.0317942,37.6143692
Morogoro,Mvomero,Bunduki,Bunduki,,,Twiyave,18,18,0,,0,CMG,,,-7.0320048,37.6139522
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Tughetse,18,18,0,,0,CMG,,,-7.055611,37.5764432
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Nguvu Kazi ,17,10,7,,0,CBRM,,,-7.055665,37.576496
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Wekeza,24,16,8,,0,CMG,,,-7.0556568,37.5763905
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Upendo,13,9,4,,0,CMG,,,-7.0556344,37.5763915
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Twiyonzole,18,16,2,,0,CMG,,,-7.0556555,37.5764166
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Tubame,29,29,0,,0,CMG,,,-7.0556313,37.5764037
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Ng'enge,9,9,0,,0,CMG,,,-7.055632,37.576415
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Twighoghe,19,3,16,,0,CBRM,,,-7.0556575,37.5763826
Morogoro,Mvomero,Tchenzema,Tchenzema,,,MotoMoto,44,19,25,,0,CBRM,,,-7.1032322,37.5866952
Morogoro,Mvomero,Tchenzema,Tchenzema,,,Jumuiya ya Upendo Kibagala,23,23,0,,0,CMG,,,-7.103158,37.5867087
Morogoro,Mvomero,Mhonda,Mafuta,,,TASAF MAFUTA,48,18,30,,0,USHIRIKA,,,-6.0828564,37.5641319
Morogoro,Mvomero,Kibati,Kibogoji,,,Umoja wa Vijana,10,1,9,,0,CMG,,,-5.8852363,37.480455
Morogoro,Mvomero,Kibati,Kibogoji,,,Tumaini,19,7,12,,0,CMG,,,-5.8852278,37.4805016
Morogoro,Mvomero,Kibati,Kibogoji,,,Nguvu kazi,10,0,10,,0,CMG,,,-5.8239722,37.5012511
Morogoro,Mvomero,Kibati,Pandambili,,,Nguvukazi,11,7,4,,0,CBO,,,-5.8239602,37.5012893
Morogoro,Mvomero,Kibati,Diburuma,,,Mshikamano Diburuma,11,2,9,,0,CBO,CMG,,-5.8344969,37.4426327
Morogoro,Mvomero,Kibati,Diburuma,,,UWADIBU,13,5,8,,0,CBO,,,-5.8344881,37.442649
Morogoro,Mvomero,Kibati,Diburuma,,,Mapambano Diburuma,13,3,10,,0,CBO,,,-5.8344849,37.4425603
Morogoro,Mvomero,Kibati,Diburuma,,,Twende Pamoja,23,2,21,,0,CBO,,,-5.8344868,37.4425968
Morogoro,Mvomero,Kibati,Diburuma,,,Jitazame,13,2,11,,0,CBO,CMG,,-5.8344653,37.4426
Morogoro,Mvomero,Kibati,Diburuma,,,Juhudi,15,5,10,,0,CMG,,,-5.8344601,37.4426097
Morogoro,Mvomero,Njiapanda,Mkata,,,Agape group,15,10,5,,0,CMG,CBRM,,-7.0025517,37.2739056
Morogoro,Mvomero,Njiapanda,Mkata,,,Changamoto,18,14,4,,0,CMG,,,-7.0025195,37.2738585
Morogoro,Mvomero,Njiapanda,Mkata,,,Amkeni,15,7,8,,0,CMG,,,-7.0025293,37.2738616
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Newang'a,100,96,4,,0,CBO,,,-6.5388418,37.5685496
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Enywata,5,5,0,,0,CBO,,,-6.5387904,37.5685606
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Naretisho,6,6,0,,0,CMG,CBO,,-6.5387789,37.5685644
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Naitopokisho,10,10,0,,0,CBO,,,-6.5387763,37.568572
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Mapatano,13,13,0,,0,CMG,,,-6.53882,37.5686326
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Eunishi,27,27,0,,0,CBO,CMG,,-6.5388103,37.5686227
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Nodwati,5,5,0,,0,CBO,CMG,,-6.5387987,37.5686296
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Wendo Group,28,28,0,,0,CBO,,,-6.5387821,37.5686046
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Kijani Group,25,20,5,,0,CMG,CBO,,-6.5387679,37.5685752
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Tunaweza,19,17,2,,0,CMG,,,-6.5387732,37.568619
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Ilaramata,28,22,6,,0,CBO,CMG,,-6.5388072,37.5686023
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Naitopokisho,10,10,0,,0,CBO,CMG,,-6.538863,37.5685959
Morogoro,Mvomero,Dakawa,Wami Sokoine,,,Enyoa,12,12,0,,0,CBO,CMG,,-6.5388309,37.5685827
Morogoro,Mvomero,Mtibwa,Madizini,,,Tupendane,28,27,1,,0,CMG,,,-6.1341408,37.6330908
Morogoro,Mvomero,Mtibwa,Madizini,,,Mapambano,30,29,1,,0,CMG,,,-6.1341699,37.6329889
Morogoro,Mvomero,Mhonda,Kichangani,,,Irunda - Kichangani,7,7,0,,0,CBO,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Superwoman - Kichangani,6,6,0,,0,CBO,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Nyemo - Kichangani,7,7,0,,0,CBO,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Muungano - Kichangani,7,7,0,,0,CMG,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Upendo Group - Kichangani,11,11,0,,0,CBO,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Neema Group - Kichangani,5,5,0,,0,CBO,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Upendo B - Kichangani,9,9,0,,0,CBO,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Wanawake wa soko la ndizi,7,7,0,,0,CMG,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Akinamama Mapalamba,11,11,0,,0,CMG,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Kihano,20,20,0,,0,CMG,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Ushirikiano - Tasaf,13,12,1,,0,TASAF,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Upendo Tasaf,10,10,0,,0,TASAF,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Kichangani,,,Viwaki,13,10,3,,0,CMG,,,-6.1452263,37.5951461
Morogoro,Mvomero,Mhonda,Mhonda,,,Furaha - Mhonda,17,17,0,,0,CMG,,,-6.1450859,37.5950665
Morogoro,Mvomero,Mhonda,Mhonda,,,Umoja - Mhonda,11,11,0,,0,CBO,,,-6.1450859,37.5950665
Morogoro,Mvomero,Mhonda,Mhonda,,,Ushirikiano mwema - Mhonda,14,14,0,,0,CMG,,,-6.1450859,37.5950665
Morogoro,Mvomero,Mhonda,Mhonda,,,Weupe Group - Mhonda,10,10,0,,0,CMG,,,-6.1450859,37.5950665
Dodoma,Kongwa,Iduo,Suguta,,,Mshikamano,30,13,17,,0,CBRM,,,-6.2969997,36.6828422
Dodoma,Kongwa,Iduo,Suguta,,,Tuungane,7,7,0,,0,CMG,,,-6.2969997,36.6828422
Dodoma,Kongwa,Iduo,Suguta,,,Kuinuana,5,0,5,,0,CBO,,,-6.2969997,36.6828422
Dodoma,Kongwa,Iduo,Suguta,,,Tupendane,5,5,0,,0,TASAF,,,-6.2969997,36.6828422
Dodoma,Kongwa,Iduo,Suguta,,,Super woman,42,23,19,,0,CBO,,,-6.2969997,36.6828422
Dodoma,Kongwa,Iduo,Suguta,,,Tuchape kazi,12,11,1,,0,CBO,,,-6.2969997,36.6828422
Dodoma,Kongwa,Iduo,Iduo,,,Nguvu Kazi,29,13,16,,0,CBRM,,,-6.2671237,36.6484032
Dodoma,Kongwa,Iduo,Iduo,,,Uzalendo,5,5,0,,0,CBO,,,-6.2671237,36.6484032
Dodoma,Kongwa,Iduo,Iduo,,,TASAF,13,8,5,,0,TASAF,,,-6.2671237,36.6484032
Dodoma,Kongwa,Iduo,Iduo,,,Nyota Njema,5,5,0,,0,CBO,CMG,,-6.2671237,36.6484032
Dodoma,Kongwa,Iduo,Iduo,,,Muungano,28,13,15,,0,CMG,,,-6.2671237,36.6484032
Dodoma,Kongwa,Iduo,Masinyeti,,,Chihange Masinyeti,27,14,13,,0,CBRM,,,-6.2488372,36.655793
Dodoma,Kongwa,Iduo,Masinyeti,,,Tumaini,27,23,4,,0,CBO,,,-6.2488372,36.655793
Dodoma,Kongwa,Iduo,Masinyeti,,,Mshikamano,9,9,0,,0,CMG,,,-6.2488372,36.655793
Dodoma,Kongwa,Iduo,Masinyeti,,,Neema,6,2,4,,0,TASAF,,,-6.2488372,36.655793
Dodoma,Kongwa,Iduo,Masinyeti,,,Jipemoyo,13,13,0,,0,CMG,,,-6.2488372,36.655793
Dodoma,Kongwa,Iduo,Masinyeti,,,Safina Chang`ombe,28,17,11,,0,CBRM,,,-6.2488372,36.655793
Dodoma,Kongwa,Iduo,Mjimwema,,,Nguvukazi,26,13,13,,0,CMG,,,-6.2672373,36.6483819
Dodoma,Kongwa,Kibaigwa,Ndurugumi,,,KTM - Ndurugumi,15,4,11,,0,CBRM,,,-6.1202197,36.6359662
Dodoma,Kongwa,Kibaigwa,Ndurugumi,,,Msamaria Mwema,7,7,0,,0,CBO,,,-6.1202197,36.6359662
Dodoma,Kongwa,Kibaigwa,Ndurugumi,,,Mshikamano - Ndurugumi,9,9,0,,0,CMG,,,-6.1202197,36.6359662
Dodoma,Kongwa,Kibaigwa,Ndurugumi,,,Utulivu - Ndurugumi,7,6,1,,0,CMG,CBO,,-6.1202197,36.6359662
Dodoma,Kongwa,Kibaigwa,Ndurugumi,,,Hope Group - Ndurugumi,25,23,2,,0,CBO,,,-6.1202197,36.6359662
Dodoma,Kongwa,Mtanana,Mtanana B,,,Juhudi Mtanana B,24,19,5,,0,CMG,,,-6.0811941,36.5878502
Dodoma,Kongwa,Mtanana,Mtanana B,,,Upendo Mtanana B,30,21,9,,0,TASAF,,,-6.0811941,36.5878502
Dodoma,Kongwa,Mtanana,Mtanana B,,,Mshikamano Mtanana B,8,2,6,,0,TASAF,,,-6.0811941,36.5878502
Dodoma,Kongwa,Mtanana,Mtanana A,,,Mshikamano Mtanana A,11,11,0,,0,CMG,,,-6.0434936,36.5738629
Dodoma,Kongwa,Mtanana,Mtanana A,,,Juhudi Mtanana A,10,10,0,,0,CMG,,,-6.0434936,36.5738629
Dodoma,Kongwa,Mtanana,Mtanana A,,,Umoja Mtanana A,30,20,10,,0,CMG,,,-6.0434936,36.5738629
Dodoma,Kongwa,Mtanana,Mtanana A,,,Neema Mtanana A,10,10,0,,0,TASAF,,,-6.0434936,36.5738629
Dodoma,Kongwa,Mtanana,Soiti,,,Utulivu - Soiti,14,14,0,,0,TASAF,,,-5.9974918,36.5869387
Dodoma,Kongwa,Mtanana,Soiti,,,Jitegemee - Soiti,13,10,3,,0,CBO,,,-5.9974918,36.5869387
Dodoma,Kongwa,Mtanana,Soiti,,,Muungano Soiti,18,18,0,,0,CMG,,,-5.9974918,36.5869387
Dodoma,Kongwa,Makawa,Silale,,,Misheni - Silale,8,8,0,,0,CMG,,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Silale,,,Mapinduzi,7,7,0,,0,CMG,,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Silale,,,Jitume,19,12,7,,0,CMG,,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Silale,,,Bodaboda - Silale,10,10,0,,0,CBO,CMG,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Silale,,,Wekeza,15,7,8,,0,TASAF,,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Silale,,,Kukamasi,12,12,0,,0,CBO,,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Silale,,,Tumaini,10,5,5,,0,CMG,,,-5.822631,36.5508518
Dodoma,Kongwa,Makawa,Muungano,,,Ushinadi - Kongwa,6,2,4,,0,CMG,,,-5.7535147,36.5416731
Dodoma,Kongwa,Makawa,Muungano,,,Juhudi,8,1,7,,0,CMG,,,-5.7535147,36.5416731
Dodoma,Kongwa,Makawa,Muungano,,,Wiyangasule,15,13,2,,0,CMG,,,-5.7535147,36.5416731
Dodoma,Kongwa,Makawa,Muungano,,,Mkombozi,25,22,3,,0,CMG,,,-5.7535147,36.5416731
Dodoma,Kongwa,Makawa,Muungano,,,Mtazamo Chanya,12,12,0,,0,CBO,,,-5.7535147,36.5416731
Dodoma,Kongwa,Makawa,Makawa,,,Ebeneza,19,14,5,,0,CMG,,,-5.7535156,36.5418192
Dodoma,Kongwa,Makawa,Makawa,,,Sunflower - Makawa,11,6,5,,0,CBO,,,-5.7535156,36.5418192
Dodoma,Kongwa,Makawa,Makawa,,,Wasakatonge,5,5,0,,0,CMG,,,-5.7535156,36.5418192
Dodoma,Kongwa,Makawa,Makawa,,,Hekima Silk,14,7,7,,0,CBO,,,-5.7535156,36.5418192
Dodoma,Kongwa,Makawa,Mageseni,,,Amani TASAF,15,10,5,,0,TASAF,,,-5.7224828,36.4811241
Dodoma,Kongwa,Makawa,Mageseni,,,Vijana Mageseni,15,6,9,,0,CBO,,,-5.7224828,36.4811241
Dodoma,Kongwa,Makawa,Mageseni,,,Upendo Group Mageseni,15,13,2,,0,CMG,,,-5.7224828,36.4811241
Dodoma,Kongwa,Zoisa,Zoisa,,,Utetezi - Zoisa,15,13,2,,0,CMG,,,-5.6889255,36.4034027
Dodoma,Kongwa,Makawa,Zoisa,,,Vijana - Zoisa,15,14,1,,0,CMG,,,-5.6889255,36.4034027
Dodoma,Kongwa,Makawa,Zoisa,,,Ukombozi - Zoisa,10,9,1,,0,CMG,,,-5.6889255,36.4034027
Dodoma,Kongwa,Makawa,Zoisa,,,Upendo Group - Zoisa,12,11,1,,0,TASAF,,,-5.6889255,36.4034027
Dodoma,Kongwa,Kongwa,Morisheni,,,Jitegemee,10,10,0,,0,TASAF,,,-6.1993369,36.4192121
Dodoma,Kongwa,Kongwa,Morisheni,,,Muungano,9,3,6,,0,TASAF,,,-6.1993369,36.4192121
Dodoma,Kongwa,Kongwa,Morisheni,,,TASAF,60,40,20,,0,TASAF,,,-6.1993369,36.4192121
Dodoma,Kongwa,Kongwa,Majengo,,,Bodaboda Wachafu,20,10,10,,0,CBO,,,-6.1993369,36.4192121
Dodoma,Kongwa,Kongwa,Kongwa,,,Tumaini Kongwa,20,3,17,,0,CMG,CBO,,-6.1993369,36.4192121
Dodoma,Kongwa,Kongwa,Kongwa,,,New Life Group,5,5,0,,0,CBO,,,-6.1993369,36.4192121
Dodoma,Kongwa,Ugogoni,Ugogoni,,,Jikomboe Group,5,5,0,,0,CMG,,,-6.1967614,36.42264
Dodoma,Kongwa,Ugogoni,Mautya,,,Amani Mautya B,6,6,0,,0,CBO,,,-6.1760237,36.4749705
Dodoma,Kongwa,Ugogoni,Mautya,,,Wendo Mautya B,5,1,4,,0,CBO,,,-6.1760237,36.4749705
Dodoma,Kongwa,Ugogoni,Mautya,,,Ujamaa Mautya B,30,28,2,,0,CBO,,,-6.1760237,36.4749705
Dodoma,Kongwa,Sagara,Msingisa,,,Tupendane,6,6,0,,0,CMG,,,-6.1816795,36.5294892
Dodoma,Kongwa,Sagara,Msingisa,,,Mshikamano,6,2,4,,0,CBO,,,-6.1816795,36.5294892
Dodoma,Kongwa,Sagara,Msingisa,,,Vijana Makini Msingisa,6,6,0,,0,CBO,,,-6.1816795,36.5294892
Dodoma,Kongwa,Sagara,Msingisa,,,Furaha,17,13,4,,0,TASAF,,,-6.1816795,36.5294892
Dodoma,Kongwa,Sagara,Msingisa,,,Kiende,13,13,0,,0,CBO,,,-6.1816795,36.5294892
Dodoma,Kongwa,Sagara,Laikala B,,,Uvumilivu,28,15,13,,0,TASAF,,,-6.1870392,36.6103064
Dodoma,Kongwa,Sagara,Laikala B,,,Vijana Laikala B,7,6,1,,0,CBO,,,-6.1870392,36.6103064
Dodoma,Kongwa,Sagara,Laikala B,,,Muungano Laikala,25,23,2,,0,CBO,,,-6.1870392,36.6103064
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Mapinduzi Kibaigwa,8,2,6,,0,CMG,,,-6.0867947,36.6486424
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Faraja Group,11,11,0,,0,CBO,,,-6.0867947,36.6486424
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Jiendeleze Group,10,10,0,,0,CBO,,,-6.0867947,36.6486424
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Kazamoyo,30,20,10,,0,CBO,,,-6.086813,36.6486179
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Kazikazi Kibaigwa,10,10,0,,0,CBO,,,-6.086813,36.6486179
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Nguvukazi,14,14,0,,0,CBRM,,,-6.086813,36.6486179
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Kazi iendelee,13,10,3,,0,CMG,,,-6.086813,36.6486179
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Umoja ni Nguvu,18,18,0,,0,CBO,,,-6.086813,36.6486179
Dodoma,Kongwa,Kibaigwa,Kibaigwa,,,Bodaboda Hembahemba,13,0,13,,0,CBO,,,-6.086813,36.6486179
Dodoma,Kongwa,Mlali,Mlali Bondeni,,,Tuinuke Group,11,11,0,,0,TASAF,,,-6.3017719,36.7732122
Dodoma,Kongwa,Mlali,Mlali Bondeni,,,Amkeni,10,0,10,,0,CMG,,,-6.3017719,36.7732122
Dodoma,Kongwa,Mlali,Mlali Bondeni,,,Pamoja Tunaweza,8,8,0,,0,CBO,,,-6.3017719,36.7732122
Dodoma,Kongwa,Mlali,Mlali Bondeni,,,Umoja,7,7,0,,0,CBO,,,-6.3017719,36.7732122
Dodoma,Kongwa,Chiwe,Chiwe,,,Ushindi Group Chiwe,19,12,7,,0,CMG,,,-6.2217873,36.7848774
Dodoma,Kongwa,Chamkoroma,Manghw'etha,,,Jitume A,10,10,0,,0,CMG,,,-6.3671826,36.6606558
Dodoma,Kongwa,Chamkoroma,Manghw'etha,,,Muungano,15,7,8,,0,CMG,,,-6.3671826,36.6606558
Dodoma,Kongwa,Chamkoroma,Manghw'etha,,,Juitume,12,12,0,,0,CBO,,,-6.3671826,36.6606558
Dodoma,Kongwa,Chamkoroma,Mseta Bondeni,,,Uhuru Mseta Bondeni,10,5,5,,0,TASAF,,,-6.3838131,36.7043105
Dodoma,Kongwa,Chamkoroma,Mseta Bondeni,,,Uhuru,6,2,4,,0,CMG,,,-6.3838131,36.7043105
Dodoma,Kongwa,Chamkoroma,Mseta Bondeni,,,Mshikamano,8,1,7,,0,CMG,,,-6.3838131,36.7043105
Dodoma,Kongwa,Chamkoroma,Mseta A,,,Muungano,15,13,2,,0,CBO,,,-6.3832012,36.6797341
Dodoma,Kongwa,Chamkoroma,Mseta A,,,Juhudi,25,22,3,,0,TASAF,,,-6.3832012,36.6797341
Dodoma,Kongwa,Chamkoroma,Mseta A,,,Bodaboda mseta,12,12,0,,0,CBO,,,-6.3832012,36.6797341
Dodoma,Kongwa,Chamkoroma,Mseta A,,,Umoja Group,19,14,5,,0,CBO,,,-6.3832012,36.6797341
Dodoma,Kongwa,Lenjulu,Lenjulu B,,,Tumaini,11,6,5,,0,CMG,,,-6.0492602,36.7874438
Dodoma,Kongwa,Lenjulu,Lenjulu B,,,Ukombozi,5,5,0,,0,CMG,,,-6.0492602,36.7874438
Dodoma,Kongwa,Lenjulu,Lenjulu B,,,Nyemo,5,0,5,,0,CMG,,,-6.0492602,36.7874438
Dodoma,Kongwa,Pandambili,Pandambili A,,,Mshikamo,5,5,0,,0,CBRM,,,-6.0493207,36.7873388
Dodoma,Kongwa,Pandambili,Pandambili A,,,Mungu Mwema,5,0,5,,0,CBO,,,-6.0493207,36.7873388
Dodoma,Kongwa,Lenjulu,Kiteto,,,Nguvu moja,15,2,13,,0,CBO,,,-5.9850874,36.9110448
Dodoma,Kongwa,Lenjulu,Kiteto,,,Furaha,11,6,5,,0,CMG,,,-5.9850874,36.9110448
Dodoma,Kongwa,Lenjulu,Kiteto,,,Mazingira,15,15,0,,0,CMG,,,-5.9850874,36.9110448
Dodoma,Kongwa,Lenjulu,Kiteto,,,Kijiamini,10,10,0,,0,CBO,,,-5.9850874,36.9110448
Pwani,Rufiji,Utete,kiwili,65002,1.12,Maendeleo Vijana Utete,5,1,4,,0,TASAF,,,-7.9927362,38.757953
Pwani,Rufiji,Utete,kiwili,65002,1.12,Tujumuke group,7,7,0,,0,CMG,,,-7.9920445,38.7566903
Pwani,Rufiji,Utete,kiwili,65002,1.12,Muongozo group,5,5,0,,0,CBO,CBRM,,-7.9882586,38.7542808
Pwani,Rufiji,Utete,kiwili,65002,1.12,Rufiji Initiatives Development,24,12,12,,0,CBO,PPRA,,-7.9915406,38.7592835
Pwani,Rufiji,Utete,kiwili,65002,1.12,Boresha Maisha,5,4,1,,0,CBO,,,-7.9892536,38.7562246
Pwani,Rufiji,Utete,kiwili,65002,1.12,Bravo Arts Group,5,4,1,,0,CBO,CMG,,-7.9896564,38.7577983
Pwani,Rufiji,Utete,kiwili,65060,0.5,Maendeleo Vijana Utete,5,1,4,,0,TASAF,,,-7.9927362,38.757953
Pwani,Rufiji,Utete,kiwili,65060,0.5,Muongozo group,5,5,0,,0,CBO,CBRM,,-7.9882586,38.7542808
Pwani,Rufiji,Utete,kiwili,65003,0.15,Maendeleo Vijana Utete,5,1,4,,0,TASAF,,,-7.9927362,38.757953
Pwani,Rufiji,Utete,kiwili,65003,0.15,Kilimo kwanza kiwili ,5,5,0,,0,CBO,,,-7.9891485,38.7540462
Pwani,Rufiji,Utete,kiwili,65003,0.15,Boresha Maisha,5,4,1,,0,CBO,,,-7.9892536,38.7562246
Pwani,Rufiji,Utete,Kiitundu,65003,0.15,Ikra,26,25,1,,0,CBO,PPRA,,-7.9892311,38.7563215
Pwani,Rufiji,Utete,Kiitundu,65003,0.15,Amani group,25,25,0,,0,CBO,,,-7.9925439,38.7589254
Pwani,Rufiji,Utete,Kiwili,65005,0.4,Tujumuke group,7,7,0,,0,CMG,,,-7.9920445,38.7566903
Pwani,Rufiji,Utete,Kiwili,65005,0.4,Kilimo kwanza kiwili ,5,5,0,,0,CBO,,,-7.9891485,38.7540462
Pwani,Rufiji,Utete,Kiwili,65005,0.4,Boresha Maisha,5,4,1,,0,CBO,,,-7.9892536,38.7562246
Pwani,Rufiji,Utete,Kiwili,65086,0.43,Rufiji Initiatives Development,24,12,12,,0,CBO,PPRA,,-7.9915406,38.7592835
Pwani,Rufiji,Utete,Kiwili,65086,0.43,Vijana kazi iendelee,5,1,4,,0,CBO,,,-7.989719,38.7579784
Pwani,Rufiji,Utete,Kiwili,65028,8,jipangeni kilingogo,10,10,0,,0,CBO,,,-7.9932779,38.7316232
Pwani,Rufiji,Utete,Kiwili,65028,8,Rufiji Initiatives Development ,24,12,12,,0,CBO,PPRA,,-7.9915406,38.7592835
Pwani,Rufiji,Utete,Siasa,65028,8,Wanawake hapa kazi,5,5,0,,0,CBO,,,-7.9887046,38.6697221
Pwani,Rufiji,Utete,Kiwili,65073,0.32,Muongozo group,5,5,0,,0,CBO,CBRM,,-7.9882586,38.7542808
Pwani,Rufiji,Utete,Kiwili,65073,0.32,Boresha Maisha,5,4,1,,0,CBO,,,-7.9892536,38.7562246
Pwani,Rufiji,Utete,kitundu,65016,0.35,kusile group,8,0,8,,0,CBO,,,-7.9959161,38.755344
Pwani,Rufiji,Utete,kitundu,65016,0.35,Vijana kazi iendelee,5,1,4,,0,CBO,,,-7.989719,38.7579784
Pwani,Rufiji,Utete,kitundu,65016,0.35,Ikra,26,25,1,,0,CBO,PPRA,,-7.9892311,38.7563215
